Symbol,Name,Country,Sector,Industry
PATK,Patrick Industries Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
PAVM,PAVmed Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
PAVMW,PAVmed Inc. Warrant,United States,Health Care,Medical/Dental Instruments
PAVMZ,PAVmed Inc. Series Z Warrant,United States,Health Care,Medical/Dental Instruments
PAX,Patria Investments Limited Class A Common Shares,Cayman Islands,Finance,Investment Managers
PAYA,Paya Holdings Inc. Class A Common Stock,United States,Miscellaneous,Business Services
PAYAW,Paya Holdings Inc. Warrant,United States,Miscellaneous,Business Services
PAYC,Paycom Software Inc. Common Stock,,Technology,Computer Software: Prepackaged Software
PAYS,Paysign Inc. Common Stock,United States,Miscellaneous,Business Services
PAYX,Paychex Inc. Common Stock,United States,Consumer Services,Diversified Commercial Services
PB,Prosperity Bancshares Inc. Common Stock,United States,Finance,Major Banks
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),Canada,Energy,Oil & Gas Production
PBC,Prospect Capital Corporation 6.875% Notes due 2029,United States,,
PBCT,People's United Financial Inc. Common Stock,United States,Finance,Savings Institutions
PBCTP,People's United Financial Inc. Perpetual Preferred Series A Fixed-to-floating Rate,United States,Finance,Savings Institutions
PBF,PBF Energy Inc. Class A Common Stock,United States,Energy,Integrated oil Companies
PBFS,Pioneer Bancorp Inc. Common Stock,United States,Finance,Banks
PBFX,PBF Logistics LP Common Units representing limited partner interests,,Energy,Natural Gas Distribution
PBH,Prestige Consumer Healthcare Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PBHC,Pathfinder Bancorp Inc. Common Stock (MD),United States,Finance,Major Banks
PBI,Pitney Bowes Inc. Common Stock,United States,Miscellaneous,Office Equipment/Supplies/Services
PBI^B,Pitney Bowes Inc 6.70% Notes Due 2043,United States,,
PBIP,Prudential Bancorp Inc. Common Stock,United States,Finance,Banks
PBLA,Panbela Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PBPB,Potbelly Corporation Common Stock,United States,Consumer Services,Restaurants
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,Brazil,Energy,Oil & Gas Production
PBT,Permian Basin Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
PBTS,Powerbridge Technologies Co. Ltd. Ordinary Shares,China,Technology,EDP Services
PBY,Prospect Capital Corporation 6.25% Notes due 2028,United States,,
PBYI,Puma Biotechnology Inc Common Stock,United States,Health Care,Major Pharmaceuticals
PCAR,PACCAR Inc. Common Stock,United States,Capital Goods,Auto Manufacturing
PCB,PCB Bancorp Common Stock,United States,Finance,Major Banks
PCF,High Income Securities Fund Common Stock,United States,,
PCG,Pacific Gas & Electric Co. Common Stock,United States,Public Utilities,Power Generation
PCG^A,Pacific Gas & Electric Co. 6% Preferred Stock,United States,,
PCG^B,Pacific Gas & Electric Co. 5 1/2% Preferred Stock,United States,,
PCG^E,Pacific Gas & Electric Co. 5% 1st A Preferred Stock,United States,,
PCG^I,Pacific Gas & Electric Co. 4.36% 1st Preferred Stock,United States,,
PCGU,Pacific Gas & Electric Co. Equity Unit,United States,Public Utilities,Power Generation
PCH,PotlatchDeltic Corporation Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PCI,PIMCO Dynamic Credit and Mortgage Income Fund Common Shares of Beneficial Interest,,,
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,United States,,
PCM,PCM Fund Inc. Common Stock,United States,,
PCN,Pimco Corporate & Income Strategy Fund Common Stock,United States,,
PCOM,Points International Ltd. Common Shares,Canada,Miscellaneous,Business Services
PCPC,Periphas Capital Partnering Corporation Class A Common Stock,,Finance,Business Services
PCQ,PIMCO California Municipal Income Fund Common Stock,United States,,
PCRX,Pacira BioSciences Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PCSA,Processa Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PCSB,PCSB Financial Corporation Common Stock,United States,Finance,Banks
PCTI,PCTEL Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
PCTY,Paylocity Holding Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
PCVX,Vaxcyte Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PCYG,Park City Group Inc. Common Stock,United States,Technology,EDP Services
PCYO,Pure Cycle Corporation Common Stock,United States,Public Utilities,Water Supply
PD,PagerDuty Inc. Common Stock,,Technology,Computer Software: Prepackaged Software
PDAC,Peridot Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
PDCE,PDC Energy Inc. Common Stock (Delaware),United States,Energy,Oil & Gas Production
PDCO,Patterson Companies Inc. Common Stock,United States,Health Care,Medical Specialities
PDD,Pinduoduo Inc. American Depositary Shares,China,Miscellaneous,Business Services
PDEX,Pro-Dex Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
PDFS,PDF Solutions Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PDI,PIMCO Dynamic Income Fund Common Stock,United States,,
PDLB,PDL Community Bancorp Common Stock,United States,Finance,Savings Institutions
PDM,Piedmont Office Realty Trust Inc. Class A Common Stock,United States,Consumer Services,Building operators
PDO,PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest,,,
PDS,Precision Drilling Corporation Common Stock,Canada,Energy,Oil & Gas Production
PDSB,PDS Biotechnology Corporation Common Stock,United States,Health Care,Major Pharmaceuticals
PDT,John Hancock Premium Dividend Fund,United States,,
PEAK,Healthpeak Properties Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,United States,Consumer Services,Real Estate Investment Trusts
PEB^C,Pebblebrook Hotel Trust 6.50% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,
PEB^D,Pebblebrook Hotel Trust 6.375% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,
PEB^E,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,
PEB^F,Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,
PEBK,Peoples Bancorp of North Carolina Inc. Common Stock,United States,Finance,Major Banks
PEBO,Peoples Bancorp Inc. Common Stock,United States,Finance,Major Banks
PED,Pedevco Corp. Common Stock,United States,Energy,Oil & Gas Production
PEG,Public Service Enterprise Group Incorporated Common Stock,United States,Public Utilities,Power Generation
PEGA,Pegasystems Inc. Common Stock,United States,Technology,EDP Services
PEI,Pennsylvania Real Estate Investment Trust Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PEI^B,Pennsylvania Real Estate Investment Trust Cumulative Redeemable Perpetual Preferred Shares Series B,United States,,
PEI^C,Pennsylvania Real Estate Investment Trust 7.20% Series C Cumulative Redeemable Perpetual Preferred Shares,United States,,
PEI^D,Pennsylvania Real Estate Investment Trust 6.875% Series D Cumulative Redeemable Perpetual Preferred Shares,United States,,
PEN,Penumbra Inc. Common Stock,,Health Care,Medical/Dental Instruments
PENN,Penn National Gaming Inc. Common Stock,United States,Consumer Services,Hotels/Resorts
PEO,Adams Natural Resources Fund Inc. Common Stock,United States,,
PEP,PepsiCo Inc. Common Stock,United States,Consumer Non-Durables,Beverages (Production/Distribution)
PERI,Perion Network Ltd. Ordinary Shares,Israel,Technology,EDP Services
PESI,Perma-Fix Environmental Services Inc. Common Stock,United States,Basic Industries,Environmental Services
PETQ,PetIQ Inc. Class A Common Stock,United States,Health Care,Other Pharmaceuticals
PETS,PetMed Express Inc. Common Stock,United States,Health Care,Medical/Nursing Services
PETZ,TDH Holdings Inc. Common Shares,China,Consumer Non-Durables,Packaged Foods
PFBC,Preferred Bank Common Stock,United States,,
PFBI,Premier Financial Bancorp Inc. Common Stock,United States,Finance,Major Banks
PFC,Premier Financial Corp. Common Stock,United States,Finance,Major Banks
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,United States,,
PFDRU,Pathfinder Acquisition Corporation Unit,United States,Finance,Business Services
PFE,Pfizer Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PFG,Principal Financial Group Inc Common Stock,United States,Finance,Accident &Health Insurance
PFGC,Performance Food Group Company Common Stock,United States,Consumer Non-Durables,Food Distributors
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060,United States,Finance,Life Insurance
PFHD,Professional Holding Corp. Class A Common stock,United States,Finance,Major Banks
PFIE,Profire Energy Inc. Common Stock,United States,Energy,Metal Fabrications
PFIN,P & F Industries Inc. Class A Common Stock,United States,Technology,Industrial Machinery/Components
PFIS,Peoples Financial Services Corp. Common Stock,United States,Finance,Major Banks
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,United States,,
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,United States,,
PFMT,Performant Financial Corporation Common Stock,United States,Consumer Services,Other Consumer Services
PFN,PIMCO Income Strategy Fund II,United States,,
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,United States,,
PFPT,Proofpoint Inc. Common Stock,United States,Technology,EDP Services
PFS,Provident Financial Services Inc Common Stock,United States,Finance,Savings Institutions
PFSI,PennyMac Financial Services Inc. Common Stock,United States,Finance,Finance: Consumer Services
PFSW,PFSweb Inc. Common Stock,United States,Miscellaneous,Business Services
PFX,PhenixFIN Corporation Common Stock,United States,,
PFXNL,PhenixFIN Corporation 6.125% Senior Notes due 2023,United States,,
PG,Procter & Gamble Company (The) Common Stock,United States,Basic Industries,Package Goods/Cosmetics
PGC,Peapack-Gladstone Financial Corporation Common Stock,United States,Finance,Commercial Banks
PGEN,Precigen Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PGNY,Progyny Inc. Common Stock,United States,Health Care,Misc Health and Biotechnology Services
PGP,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,United States,,
PGR,Progressive Corporation (The) Common Stock,United States,Finance,Property-Casualty Insurers
PGRE,Paramount Group Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PGRWU,Progress Acquisition Corp. Units,United States,Finance,Business Services
PGTI,PGT Innovations Inc.,United States,Capital Goods,Building Products
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest,,,
PH,Parker-Hannifin Corporation Common Stock,United States,Capital Goods,Metal Fabrications
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,Netherlands,Health Care,Major Pharmaceuticals
PHAS,PhaseBio Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PHAT,Phathom Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PHCF,Puhui Wealth Investment Management Co. Ltd. Ordinary Shares,China,Finance,Investment Managers
PHD,Pioneer Floating Rate Trust Pioneer Floating Rate Trust Shares of Beneficial Interest,United States,,
PHG,Koninklijke Philips N.V. NY Registry Shares,Netherlands,Health Care,Medical Electronics
PHGE,BiomX Inc. COmmon Stock,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PHI,PLDT Inc. Sponsored ADR,Philippines,Public Utilities,Telecommunications Equipment
PHIC,Population Health Investment Co. Inc. Class A Ordinary Share,United States,Finance,Business Services
PHICU,Population Health Investment Co. Inc. Unit,United States,Finance,Business Services
PHICW,Population Health Investment Co. Inc. Warrant,United States,Finance,Business Services
PHIO,Phio Pharmaceuticals Corp. Common Stock,United States,Health Care,Major Pharmaceuticals
PHIOW,Phio Pharmaceuticals Corp. Warrants expiring 12/21/2021,United States,Health Care,Major Pharmaceuticals
PHK,Pimco High Income Fund Pimco High Income Fund,United States,,
PHM,PulteGroup Inc. Common Stock,United States,Capital Goods,Homebuilding
PHR,Phreesia Inc. Common Stock,United States,Miscellaneous,Business Services
PHT,Pioneer High Income Trust Common Shares of Beneficial Interest,United States,,
PHUN,Phunware Inc. Common Stock,Greece,Technology,EDP Services
PHUNW,Phunware Inc. Warrants,Greece,Technology,EDP Services
PHVS,Pharvaris N.V. Ordinary Shares,Netherlands,Health Care,Major Pharmaceuticals
PHX,PHX Minerals Inc. Common Stock,United States,Energy,Oil & Gas Production
PI,Impinj Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
PIAI,Prime Impact Acquisition I Class A Ordinary Shares,,Finance,Business Services
PII,Polaris Inc. Common Stock,United States,Capital Goods,Industrial Specialties
PIM,Putnam Master Intermediate Income Trust Common Stock,United States,,
PINC,Premier Inc. Class A Common Stock,United States,Consumer Services,Other Consumer Services
PINE,Alpine Income Property Trust Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PING,Ping Identity Holding Corp. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PINS,Pinterest Inc. Class A Common Stock,,Technology,Computer Software: Programming Data Processing
PIPP,Pine Island Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
PIPR,Piper Sandler Companies Common Stock,United States,Finance,Investment Bankers/Brokers/Service
PIRS,Pieris Pharmaceuticals Inc. Common Stock,Germany,Health Care,Major Pharmaceuticals
PIXY,ShiftPixy Inc. Common Stock,United States,Technology,Diversified Commercial Services
PJT,PJT Partners Inc. Class A Common Stock,United States,Finance,Investment Managers
PK,Park Hotels & Resorts Inc. Common Stock ,United States,Consumer Services,Hotels/Resorts
PKBK,Parke Bancorp Inc. Common Stock,United States,Finance,Major Banks
PKE,Park Aerospace Corp. Common Stock,United States,Capital Goods,Military/Government/Technical
PKG,Packaging Corporation of America Common Stock,United States,Consumer Durables,Containers/Packaging
PKI,PerkinElmer Inc. Common Stock,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PKO,Pimco Income Opportunity Fund Common Shares of Beneficial Interest,United States,,
PKOH,Park-Ohio Holdings Corp. Common Stock,United States,Capital Goods,Industrial Specialties
PKX,POSCO Common Stock,South Korea,Basic Industries,Steel/Iron Ore
PLAB,Photronics Inc. Common Stock,United States,Technology,Semiconductors
PLAG,Planet Green Holdings Corp. Common Stock,China,Consumer Non-Durables,Packaged Foods
PLAN,Anaplan Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PLAY,Dave & Buster's Entertainment Inc. Common Stock,United States,Consumer Services,Restaurants
PLBC,Plumas Bancorp,United States,Finance,Finance Companies
PLBY,PLBY Group Inc. Common Stock,United States,Consumer Services,Other Specialty Stores
PLCE,Children's Place Inc. (The) Common Stock,United States,Consumer Services,Clothing/Shoe/Accessory Stores
PLD,Prologis Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada),Canada,Basic Industries,Precious Metals
PLIN,China Xiangtai Food Co. Ltd. Ordinary Shares,China,Consumer Non-Durables,Meat/Poultry/Fish
PLL,Piedmont Lithium Limited American Depositary Receipts,Australia,,
PLM,Polymet Mining Corporation Ordinary Shares (Canada),Canada,Basic Industries,Precious Metals
PLMR,Palomar Holdings Inc. Common stock,United States,Finance,Property-Casualty Insurers
PLNT,Planet Fitness Inc. Common Stock,United States,Consumer Services,Hotels/Resorts
PLOW,Douglas Dynamics Inc. Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks
PLPC,Preformed Line Products Company Common Stock,United States,Basic Industries,Water Supply
PLRX,Pliant Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PLSE,Pulse Biosciences Inc Common Stock (DE),United States,Health Care,Medical/Dental Instruments
PLT,Plantronics Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment
PLTK,Playtika Holding Corp. Common Stock,Israel,Technology,EDP Services
PLTR,Palantir Technologies Inc. Class A Common Stock,,Technology,Computer Software: Prepackaged Software
PLUG,Plug Power Inc. Common Stock,United States,Energy,Industrial Machinery/Components
PLUS,ePlus inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLXP,PLx Pharma Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PLXS,Plexus Corp. Common Stock,United States,Technology,Electrical Products
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares,Netherlands,Consumer Services,Hotels/Resorts
PLYM,Plymouth Industrial REIT Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PLYM^A,Plymouth Industrial REIT Inc. 7.50% Series A Cumulative Redeemable Preferred Stock,United States,,
PM,Philip Morris International Inc Common Stock,United States,Consumer Non-Durables,Farming/Seeds/Milling
PMBC,Pacific Mercantile Bancorp Common Stock,United States,Finance,Major Banks
PMD,Psychemedics Corporation,United States,Health Care,Medical Specialities
PME,Pingtan Marine Enterprise Ltd.,China,,
PMF,PIMCO Municipal Income Fund Common Stock,United States,,
PMGMU,Priveterra Acquisition Corp. Units,United States,Finance,Business Services
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,United States,,
PMM,Putnam Managed Municipal Income Trust Common Stock,United States,,
PMO,Putnam Municipal Opportunities Trust Common Stock,United States,,
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,United States,Consumer Services,Real Estate Investment Trusts
PMT^A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,
PMT^B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,
PMVC,PMV Consumer Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
PMVP,PMV Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,United States,,
PNBK,Patriot National Bancorp Inc. Common Stock,United States,Finance,Major Banks
PNC,PNC Financial Services Group Inc. (The) Common Stock,United States,Finance,Major Banks
PNC^P,PNC Financial Services Group Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Series P,United States,,
PNF,PIMCO New York Municipal Income Fund Common Stock,United States,,
PNFP,Pinnacle Financial Partners Inc. Common Stock,United States,Finance,Major Banks
PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,United States,,
PNM,PNM Resources Inc. (Holding Co.) Common Stock,United States,Public Utilities,Electric Utilities: Central
PNNT,PennantPark Investment Corporation Common Stock,United States,,
PNNTG,PennantPark Investment Corporation 5.50% Notes Due 2024,United States,,
PNR,Pentair plc. Ordinary Share,Switzerland,Technology,Industrial Machinery/Components
PNRG,PrimeEnergy Resources Corporation Common Stock,United States,Energy,Oil & Gas Production
PNTG,The Pennant Group Inc. Common Stock ,United States,Health Care,Medical/Nursing Services
PNTM,Pontem Corporation Class A Ordinary Shares,,Finance,Business Services
PNW,Pinnacle West Capital Corporation Common Stock,United States,Public Utilities,Electric Utilities: Central
POAI,Predictive Oncology Inc. Common Stock,United States,Health Care,Industrial Specialties
PODD,Insulet Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
POLA,Polar Power Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
POOL,Pool Corporation Common Stock,United States,Consumer Durables,Industrial Specialties
POR,Portland General Electric Co Common Stock,United States,Public Utilities,Electric Utilities: Central
POSH,Poshmark Inc. Class A Common Stock,United States,Consumer Services,Catalog/Specialty Distribution
POST,Post Holdings Inc. Common Stock,United States,Consumer Non-Durables,Packaged Foods
POW,Powered Brands Class A Ordinary Shares,United States,Finance,Business Services
POWI,Power Integrations Inc. Common Stock,United States,Technology,Semiconductors
POWL,Powell Industries Inc. Common Stock,United States,Consumer Durables,Electrical Products
POWRU,Powered Brands Units,United States,Finance,Business Services
POWRW,Powered Brands Warrants,United States,Finance,Business Services
POWW,AMMO Inc. Common Stock,United States,Capital Goods,Ordnance And Accessories
PPBI,Pacific Premier Bancorp Inc,United States,Finance,Major Banks
PPBT,Purple Biotech Ltd. American Depositary Shares,Israel,Health Care,Major Pharmaceuticals
PPC,Pilgrim's Pride Corporation Common Stock,United States,Consumer Non-Durables,Meat/Poultry/Fish
PPD,PPD Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PPG,PPG Industries Inc. Common Stock,United States,Basic Industries,Paints/Coatings
PPGH,Poema Global Holdings Corp. Class A Ordinary Share,China,Finance,Business Services
PPGHU,Poema Global Holdings Corp. Unit,China,Finance,Business Services
PPGHW,Poema Global Holdings Corp. Warrant,China,Finance,Business Services
PPIH,Perma-Pipe International Holdings Inc. Common Stock,United States,Capital Goods,Pollution Control Equipment
PPL,PPL Corporation Common Stock,United States,Public Utilities,Electric Utilities: Central
PPR,Voya Prime Rate Trust Shares of Beneficial Interest,United States,,
PPSI,Pioneer Power Solutions Inc. Common Stock,United States,Consumer Durables,Electrical Products
PPT,Putnam Premier Income Trust Common Stock,United States,,
PPTA,Perpetua Resources Corp. Common Shares,Canada,Basic Industries,Precious Metals
PPX,PPL Capital Funding Inc. 2013 Series B Junior Subordinated Notes due 2073,,Public Utilities,Electric Utilities: Central
PQG,PQ Group Holdings Inc. Common Stock,United States,Basic Industries,Major Chemicals
PRA,ProAssurance Corporation Common Stock,United States,Finance,Property-Casualty Insurers
PRAA,PRA Group Inc. Common Stock,United States,Finance,Finance: Consumer Services
PRAH,PRA Health Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAX,Praxis Precision Medicines Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PRCH,Porch Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PRCHW,Porch Group Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
PRDO,Perdoceo Education Corporation Common Stock,United States,Consumer Services,Other Consumer Services
PRE^G,PartnerRe Ltd. 6.50% Series G Cumulative Redeemable Preferred Shares $1.00 par value,Bermuda,,
PRE^H,PartnerRe Ltd. 7.25% Series H Cumulative Redeemable Preferred Shares $1.00 par value,Bermuda,,
PRE^I,PartnerRe Ltd. 5.875% Series I Non-Cumulative Redeemable Preferred Shares $1.00 par value,Bermuda,,
PRFT,Perficient Inc. Common Stock,United States,Technology,EDP Services
PRFX,PainReform Ltd. Ordinary Shares,Israel,Health Care,Major Pharmaceuticals
PRG,PROG Holdings Inc. Common Stock,United States,Technology,Diversified Commercial Services
PRGO,Perrigo Company plc Ordinary Shares,United States,Health Care,Major Pharmaceuticals
PRGS,Progress Software Corporation Common Stock (DE),United States,Technology,Computer Software: Prepackaged Software
PRI,Primerica Inc. Common Stock,United States,Finance,Life Insurance
PRIF^A,Priority Income Fund Inc. 6.375% Series A Term Preferred Stock due 2025,,,
PRIF^B,Priority Income Fund Inc. 6.25% Series B Term Preferred Stock due 2023  par value $0.01 per share,,,
PRIF^C,Priority Income Fund Inc. 6.625% Series C Term Preferred Stock due 2024 par value $0.01 per share,,,
PRIF^D,Priority Income Fund Inc. 7.00% Series D Term Preferred Stock due 2029,,,
PRIF^E,Priority Income Fund Inc. 6.375% Series E Preferred Stock Due 2024,,,
PRIF^F,Priority Income Fund Inc. 6.625% Series F Term Preferred Stock due 2027,,,
PRIM,Primoris Services Corporation Common Stock,United States,Basic Industries,Water Supply
PRK,Park National Corporation Common Stock,United States,Finance,Major Banks
PRLB,Proto Labs Inc. Common stock,United States,Capital Goods,Metal Fabrications
PRLD,Prelude Therapeutics Incorporated Common Stock,United States,Health Care,Major Pharmaceuticals
PRMW,Primo Water Corporation Common Stock,Canada,Consumer Non-Durables,Beverages (Production/Distribution)
PRO,PROS Holdings Inc. Common Stock,United States,Technology,EDP Services
PROF,Profound Medical Corp. Common Stock,Canada,Health Care,Medical/Dental Instruments
PROG,Progenity Inc. Common Stock,United States,Health Care,Medical Specialities
PROS,ProSight Global Inc. Common Stock,United States,Finance,Property-Casualty Insurers
PROV,Provident Financial Holdings Inc. Common Stock,United States,Finance,Savings Institutions
PRPB,CC Neuberger Principal Holdings II Class A Ordinary Shares,United States,Finance,Business Services
PRPH,ProPhase Labs Inc. Common Stock (DE),United States,Health Care,Major Pharmaceuticals
PRPL,Purple Innovation Inc. Common Stock,United States,Consumer Durables,Home Furnishings
PRPO,Precipio Inc.  Common Stock,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PRQR,ProQR Therapeutics N.V. Ordinary Shares,Netherlands,Health Care,Major Pharmaceuticals
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,United States,Finance,Life Insurance
PRSP,Perspecta Inc. Common Stock ,,Technology,EDP Services
PRSR,Prospector Capital Corp. Class A Ordinary Shares,United States,Finance,Business Services
PRSRU,Prospector Capital Corp. Unit,United States,Finance,Business Services
PRSRW,Prospector Capital Corp. Warrants,United States,Finance,Business Services
PRT,PermRock Royalty Trust Trust Units,United States,Energy,Oil & Gas Production
PRTA,Prothena Corporation plc Ordinary Shares,United States,Health Care,Major Pharmaceuticals
PRTC,PureTech Health plc American Depositary Shares,United Kingdom,Health Care,Major Pharmaceuticals
PRTG,Portage Biotech Inc. Common Stock,Canada,Energy,Oil & Gas Production
PRTH,Priority Technology Holdings Inc. Common Stock,United States,Miscellaneous,Business Services
PRTK,Paratek Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PRTS,CarParts.com Inc. Common Stock,United States,Consumer Services,Other Specialty Stores
PRTY,Party City Holdco Inc. Common Stock,United States,Consumer Services,Other Specialty Stores
PRU,Prudential Financial Inc. Common Stock,United States,Finance,Life Insurance
PRVB,Provention Bio Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PS,Pluralsight Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
PSA,Public Storage Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PSA^C,Public Storage Depositary Shares Each Representing 1/1000 of a 5.125% Cumulative Preferred Share of Beneficial Interest Series C,United States,Consumer Services,Real Estate Investment Trusts
PSA^D,Public Storage Depositary Shares Each Representing 1/1000 of a 4.95% Cumulative Preferred Share of Beneficial Interest Series D,United States,Consumer Services,Real Estate Investment Trusts
PSA^E,Public Storage Depositary Shares Each Representing 1/1000 of a 4.90% Cumulative Preferred Share of Beneficial Interest Series E,United States,Consumer Services,Real Estate Investment Trusts
PSA^F,Public Storage Depositary Shares Each Representing 1/1000 of a 5.15% Cumulative Preferred Share of Beneficial Interest Series F par value $0.01 per share,United States,Consumer Services,Real Estate Investment Trusts
PSA^G,Public Storage Depositary Shares Each Representing 1/1000 of a 5.05% Cumulative Preferred Share of Beneficial Interest Series G,United States,,
PSA^H,Public Storage Depositary Shares Each Representing 1/1000 of a  5.60% Cumulative Preferred  Share of Beneficial Interest Series H,United States,,
PSA^I,Public Storage Depositary Shares Each Representing 1/1000 of a 4.875% Cumulative Preferred Share of Beneficial Interest Series I par value $0.01 per share,United States,,
PSA^J,Public Storage Depositary Shares Each Representing 1/1000 of a 4.700% Cumulative Preferred Share of Beneficial Interest Series J par value $0.01 per share,United States,,
PSA^K,Public Storage Depositary Shares Each Representing 1/1000 of a 4.75% Cumulative Preferred Share of Beneficial Interest Series K,United States,Consumer Services,Real Estate Investment Trusts
PSA^L,Public Storage Depositary Shares Each Representing 1/1000 of a 4.625% Cumulative Preferred Share of Beneficial Interest Series L par value $0.01 per share,United States,Consumer Services,Real Estate Investment Trusts
PSA^M,Public Storage Depositary Shares Each Representing 1/1000 of a 4.125% Cumulative Preferred Share of Beneficial Interest Series M,United States,,
PSA^N,Public Storage Depositary Shares Each Representing 1/1000 of a 3.875% Cumulative Preferred Share of Beneficial Interest Series N,United States,,
